"Name","ActiveHomeListingCount","AggravatedAssault","AggravatedAssaultRate","AggregateHouseholdIncome","Area","AverageHomeListingPrice","BurglaryRate","CitySalesTaxRate","CrimeRate","Elevation","GiniIndex","HousePriceIndex","HousingUnits","Latitude","Longitude","MedianAge","NumberOfHomes","PerCapitaIncome","Population","UnemploymentRate"
"Hammond",433.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2765200,0.10523,454990.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",807.,0.2708,314.89,42,44.221747,-92.3735649,43.5,66771,31014,130,"Missing[""NotAvailable""]"
"Elkton",79.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",3634500,1.2961,236183.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.39e3,0.3149,"Missing[""NotAvailable""]",55,43.6602655,-92.7064864,37.3,11382,26635,130,"Missing[""NotAvailable""]"
"Roscoe",286.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2859600,0.63914,379659.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.16e3,0.2894,312.5,46,45.4324661,-94.6365374,30.6,52003,22482,130,"Missing[""NotAvailable""]"
"Elba",53.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2130000,2.039,336519.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",738.,0.3031,"Missing[""NotAvailable""]",34,44.0863927,-92.0182763,56.,14012,31732,129,"Missing[""NotAvailable""]"
"Clontarf","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",5225100,1.9638,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.04e3,0.3289,"Missing[""NotAvailable""]",64,45.3789086,-95.6794568,38.7,"Missing[""NotAvailable""]",35943,128,"Missing[""NotAvailable""]"
"Chickamaw Beach",292.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",3461200,2.2234,577868.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.3e3,0.3636,"Missing[""NotAvailable""]",53,46.74251,-94.399617,58.7,31735,31733,128,"Missing[""NotAvailable""]"
"Wolverton",49.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",4418700,0.28507,254988.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",932.,0.3466,"Missing[""NotAvailable""]",76,46.5634977,-96.7365012,44.3,7008,28134,128,"Missing[""NotAvailable""]"
"Foxhome",49.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2942400,0.37377,254988.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.03e3,0.3067,"Missing[""NotAvailable""]",44,46.276927,-96.3123042,39.3,7008,27008,126,"Missing[""NotAvailable""]"
"Garvin",39.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",4249100,0.26609,177965.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.54e3,0.459,"Missing[""NotAvailable""]",59,44.2125557,-95.7601305,42.7,6909,35974,124,"Missing[""NotAvailable""]"
"Burtrum","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2180600,0.56631,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.28e3,0.3536,"Missing[""NotAvailable""]",48,45.8658624,-94.687368,46.8,"Missing[""NotAvailable""]",21291,123,"Missing[""NotAvailable""]"
"Odin","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2896500,0.36886,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.21e3,0.345,"Missing[""NotAvailable""]",53,43.8672422,-94.7427588,32.7,"Missing[""NotAvailable""]",23299,123,"Missing[""NotAvailable""]"
"Harding","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2545800,3.2614,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.26e3,0.4177,"Missing[""NotAvailable""]",48,46.1193628,-94.0378026,49.1,"Missing[""NotAvailable""]",21502,123,"Missing[""NotAvailable""]"
"Federal Dam",292.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",3052700,2.2501,577868.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.31e3,0.3939,"Missing[""NotAvailable""]",41,47.2402198,-94.2119812,59.,31735,31483,123,"Missing[""NotAvailable""]"
"Beaver Bay","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",4554500,0.73445,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",702.,0.2735,"Missing[""NotAvailable""]",65,47.2565789,-91.2991688,57.3,"Missing[""NotAvailable""]",34218,120,"Missing[""NotAvailable""]"
"Lastrup","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3551600,0.43818,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.24e3,0.265,"Missing[""NotAvailable""]",65,46.0398442,-94.0617695,38.4,"Missing[""NotAvailable""]",19199,120,"Missing[""NotAvailable""]"
"Ormsby","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2047000,0.35422,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.2e3,0.4029,"Missing[""NotAvailable""]",51,43.8503509,-94.6986342,37.5,"Missing[""NotAvailable""]",17577,118,"Missing[""NotAvailable""]"
"Riverton",292.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",3071400,0.77005,577868.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.23e3,0.3313,"Missing[""NotAvailable""]",58,46.461817,-94.04714,31.2,31735,17110,118,"Missing[""NotAvailable""]"
"Elbow Lake","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1029200,1.3369,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.6e3,0.4957,"Missing[""NotAvailable""]",32,47.1467181,-95.5440746,34.5,"Missing[""NotAvailable""]",11224,118,"Missing[""NotAvailable""]"
"Brookston",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2600600,0.54692,359005.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.23e3,0.3038,367.16,39,46.8653785,-92.6023239,42.3,89813,27545,118,"Missing[""NotAvailable""]"
"Brooks","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3854000,1.1705,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.13e3,0.4166,"Missing[""NotAvailable""]",67,47.8166142,-96.0034162,56.3,"Missing[""NotAvailable""]",26875,117,"Missing[""NotAvailable""]"
"Marietta","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3291700,0.38192,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.12e3,0.4295,"Missing[""NotAvailable""]",83,45.0102512,-96.4187535,54.8,"Missing[""NotAvailable""]",23183,116,"Missing[""NotAvailable""]"
"Leander Lake",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",47.676535,-92.757739,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",115,"Missing[""NotAvailable""]"
"Elmdale","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2637000,3.4236,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.16e3,0.3688,"Missing[""NotAvailable""]",38,45.8340466,-94.4941926,49.8,"Missing[""NotAvailable""]",32400,114,"Missing[""NotAvailable""]"
"Perley","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2721100,0.23669,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",876.,0.3933,"Missing[""NotAvailable""]",40,47.1761887,-96.8017234,47.5,"Missing[""NotAvailable""]",36876,113,"Missing[""NotAvailable""]"
"Biscay",55.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",3756900,0.080647,315416.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.02e3,0.2682,"Missing[""NotAvailable""]",53,44.8261808,-94.2742551,36.5,11250,28144,113,"Missing[""NotAvailable""]"
"Goodridge","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3046200,0.18891,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.17e3,0.3621,"Missing[""NotAvailable""]",62,48.1441205,-95.8039323,38.,"Missing[""NotAvailable""]",25010,112,"Missing[""NotAvailable""]"
"Avoca","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2953600,0.96477,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.54e3,0.3671,"Missing[""NotAvailable""]",53,43.9487538,-95.6467236,57.3,"Missing[""NotAvailable""]",28159,111,"Missing[""NotAvailable""]"
"Woodstock","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2688100,0.52319,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.82e3,0.4487,"Missing[""NotAvailable""]",39,44.011198,-96.0966724,47.8,"Missing[""NotAvailable""]",30473,110,"Missing[""NotAvailable""]"
"De Graff","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",7515400,0.80911,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.06e3,0.6085,"Missing[""NotAvailable""]",66,45.2597879,-95.4685182,54.,"Missing[""NotAvailable""]",60442,110,"Missing[""NotAvailable""]"
"Iron Junction",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2689800,0.82914,359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.39e3,0.3009,367.16,43,47.418977,-92.6083917,53.5,89813,23265,110,"Missing[""NotAvailable""]"
"Effie","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2243900,3.6437,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.38e3,0.3555,"Missing[""NotAvailable""]",41,47.8412269,-93.6375746,48.5,"Missing[""NotAvailable""]",26079,109,"Missing[""NotAvailable""]"
"Quamba","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1860700,0.71937,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.01e3,0.3191,"Missing[""NotAvailable""]",35,45.9151516,-93.1752106,47.6,"Missing[""NotAvailable""]",19736,107,"Missing[""NotAvailable""]"
"Mentor",239.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",3753800,1.8692,294655.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.17e3,0.3182,299.03,87,47.6965606,-96.1441433,31.6,23975,16769,104,"Missing[""NotAvailable""]"
"Odessa","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3456900,0.74803,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",961.,0.3482,"Missing[""NotAvailable""]",62,45.2620499,-96.3308944,50.2,"Missing[""NotAvailable""]",30722,103,"Missing[""NotAvailable""]"
"Danvers","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",4816900,0.74263,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.03e3,0.2594,"Missing[""NotAvailable""]",60,45.2809055,-95.7557583,30.,"Missing[""NotAvailable""]",30078,103,"Missing[""NotAvailable""]"
"McKinley",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2684000,1.4736,359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.48e3,0.3455,367.16,58,47.5113741,-92.3995651,38.3,89813,19675,103,"Missing[""NotAvailable""]"
"Beaulieu","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",881400,3.8663,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.4319,"Missing[""NotAvailable""]",15,47.3352413,-95.8165039,48.8,"Missing[""NotAvailable""]",30233,103,"Missing[""NotAvailable""]"
"Stanchfield","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1084800,0.53126,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.4103,"Missing[""NotAvailable""]",32,45.6632467,-93.1816838,46.5,"Missing[""NotAvailable""]",16785,103,"Missing[""NotAvailable""]"
"Sturgeon River",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",47.842505,-93.038354,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",102,"Missing[""NotAvailable""]"
"Comstock",716.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2911100,0.22069,403716.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",922.,0.3226,315.04,35,46.6594521,-96.7463784,49.5,56879,36462,100,"Missing[""NotAvailable""]"
"Millerville",67.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2875600,0.86394,465830.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.39e3,0.314,"Missing[""NotAvailable""]",47,46.0690883,-95.5569991,33.1,12430,26690,100,"Missing[""NotAvailable""]"
"Trommald",292.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2178300,3.6542,577868.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.22e3,0.3664,"Missing[""NotAvailable""]",37,46.5058296,-94.0116519,54.5,31735,31435,99,"Missing[""NotAvailable""]"
"Trosky","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3734900,1.6507,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.71e3,0.6396,"Missing[""NotAvailable""]",32,43.8880844,-96.2526298,38.8,"Missing[""NotAvailable""]",45623,98,"Missing[""NotAvailable""]"
"Squaw Lake","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1374300,0.80076,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.34e3,0.42,"Missing[""NotAvailable""]",32,47.628504,-94.138873,45.2,"Missing[""NotAvailable""]",15714,98,"Missing[""NotAvailable""]"
"Alpha","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",4049000,0.17179,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.38e3,0.4389,"Missing[""NotAvailable""]",61,43.6393739,-94.8719337,38.8,"Missing[""NotAvailable""]",31689,97,"Missing[""NotAvailable""]"
"Minneiska",53.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",3414200,0.52031,336519.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",699.,0.3485,"Missing[""NotAvailable""]",51,44.1961857,-91.8732862,57.,14012,33193,97,"Missing[""NotAvailable""]"
"Hay Lake",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",29.824,359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.48e3,"Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",47.6027221,-92.4140481,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",97,"Missing[""NotAvailable""]"
"Borup","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1838600,0.24983,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",906.,0.2752,"Missing[""NotAvailable""]",36,47.1802742,-96.505752,40.2,"Missing[""NotAvailable""]",19349,96,"Missing[""NotAvailable""]"
"Alberta","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3734600,0.26795,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.11e3,0.2934,"Missing[""NotAvailable""]",51,45.5750553,-96.0505932,49.6,"Missing[""NotAvailable""]",29926,94,"Missing[""NotAvailable""]"
"Sunburg",56.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",1854200,0.47316,479809.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.26e3,0.4147,"Missing[""NotAvailable""]",48,45.3472986,-95.2399703,55.2,12442,24175,94,"Missing[""NotAvailable""]"
"West Union","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2843600,0.42266,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.34e3,0.4337,"Missing[""NotAvailable""]",39,45.8029873,-95.083637,30.1,"Missing[""NotAvailable""]",23581,92,"Missing[""NotAvailable""]"
"Lengby",239.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",1604400,0.23908,294655.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.38e3,0.3308,299.03,26,47.5147642,-95.6338168,53.8,23975,37317,92,"Missing[""NotAvailable""]"
"Saint Anthony",286.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2317600,0.49258,379659.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.28e3,0.3883,312.5,31,45.6889666,-94.6116501,32.5,52003,27699,91,"Missing[""NotAvailable""]"
"Saint Leo","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2454600,0.26278,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.12e3,0.3357,"Missing[""NotAvailable""]",63,44.7173461,-96.0525385,53.5,"Missing[""NotAvailable""]",22768,90,"Missing[""NotAvailable""]"
"Holt","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2590700,1.0094,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.15e3,0.3106,"Missing[""NotAvailable""]",29,48.2929028,-96.1946664,35.,"Missing[""NotAvailable""]",29536,90,"Missing[""NotAvailable""]"
"Revere","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1534300,0.57366,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.15e3,0.4306,"Missing[""NotAvailable""]",30,44.2215838,-95.361214,43.8,"Missing[""NotAvailable""]",22604,89,"Missing[""NotAvailable""]"
"Beltrami",239.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",5990400,1.9959,294655.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",902.,0.3347,299.03,63,47.5425307,-96.5270625,39.9,23975,32343,88,"Missing[""NotAvailable""]"
"Slim Lake",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",48.036718,-91.971001,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",88,"Missing[""NotAvailable""]"
"Turtle River",95.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2971600,1.111,373831.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.33e3,0.3712,"Missing[""NotAvailable""]",54,47.5881844,-94.7581117,53.4,12128,29165,88,"Missing[""NotAvailable""]"
"Holloway","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2997300,1.385,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.03e3,0.307,"Missing[""NotAvailable""]",59,45.2433077,-95.9065917,60.8,"Missing[""NotAvailable""]",29958,87,"Missing[""NotAvailable""]"
"Arco","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2159700,0.63969,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.68e3,0.3835,"Missing[""NotAvailable""]",39,44.3803741,-96.1804798,37.8,"Missing[""NotAvailable""]",25764,87,"Missing[""NotAvailable""]"
"Georgetown",716.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2423900,1.001,403716.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",883.,0.3275,315.04,37,47.0783706,-96.7959207,43.6,56879,30541,86,"Missing[""NotAvailable""]"
"New Trier",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",3106800,0.20726,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",981.,0.2902,332.1,32,44.6040788,-92.9328759,39.6,979442,35399,86,"Missing[""NotAvailable""]"
"Bruno","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",849600,0.99835,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.15e3,0.3808,"Missing[""NotAvailable""]",30,46.2809871,-92.6680481,36.2,"Missing[""NotAvailable""]",10962,85,"Missing[""NotAvailable""]"
"Darfur","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1977800,0.35029,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.16e3,0.4151,"Missing[""NotAvailable""]",36,44.0538138,-94.8356821,40.3,"Missing[""NotAvailable""]",25892,84,"Missing[""NotAvailable""]"
"Bejou","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1634500,0.40443,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.22e3,0.402,"Missing[""NotAvailable""]",30,47.4430386,-95.9720972,53.3,"Missing[""NotAvailable""]",28162,84,"Missing[""NotAvailable""]"
"Nimrod","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1987300,0.92254,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.33e3,0.3548,"Missing[""NotAvailable""]",42,46.6351587,-94.8806126,37.5,"Missing[""NotAvailable""]",19268,84,"Missing[""NotAvailable""]"
"Fort Ripley",292.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",1494200,1.3194,577868.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.17e3,0.4015,"Missing[""NotAvailable""]",21,46.1692218,-94.3627986,52.8,31735,36173,84,"Missing[""NotAvailable""]"
"Seaforth","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1883400,0.99648,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.05e3,0.3468,"Missing[""NotAvailable""]",40,44.4768151,-95.3298453,38.8,"Missing[""NotAvailable""]",21439,82,"Missing[""NotAvailable""]"
"Viking","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2961300,0.51085,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.07e3,0.3652,"Missing[""NotAvailable""]",48,48.2182051,-96.4067334,52.8,"Missing[""NotAvailable""]",29089,79,"Missing[""NotAvailable""]"
"La Salle","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2700800,0.090775,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.04e3,0.4084,"Missing[""NotAvailable""]",40,44.0710264,-94.5710207,35.3,"Missing[""NotAvailable""]",31344,79,"Missing[""NotAvailable""]"
"Bock","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1675200,0.1462,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.1e3,0.2863,"Missing[""NotAvailable""]",37,45.7841419,-93.5527366,48.5,"Missing[""NotAvailable""]",15714,78,"Missing[""NotAvailable""]"
"Nielsville",239.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",1669000,0.3621,294655.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",866.,0.4856,299.03,39,47.5283806,-96.8173849,30.8,23975,15086,78,"Missing[""NotAvailable""]"
"Zemple","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1896600,0.79907,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.29e3,0.3115,"Missing[""NotAvailable""]",36,47.3196573,-93.7849868,31.7,"Missing[""NotAvailable""]",16801,78,"Missing[""NotAvailable""]"
"Richville",143.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",1771400,0.99309,426443.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.36e3,0.4675,"Missing[""NotAvailable""]",34,46.5058946,-95.6258711,37.3,19684,19440,77,"Missing[""NotAvailable""]"
"Marion Lake",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",47.135113,-91.990505,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",77,"Missing[""NotAvailable""]"
"Dumont","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",3442300,0.45083,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.04e3,0.579,"Missing[""NotAvailable""]",46,45.7172341,-96.4233224,29.5,"Missing[""NotAvailable""]",48038,75,"Missing[""NotAvailable""]"
"Dark River",499.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",359005.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",367.16,"Missing[""NotAvailable""]",47.663549,-92.882858,"Missing[""NotAvailable""]",89813,"Missing[""NotAvailable""]",74,"Missing[""NotAvailable""]"
