"Name","ActiveHomeListingCount","AggravatedAssault","AggravatedAssaultRate","AggregateHouseholdIncome","Area","AverageHomeListingPrice","BurglaryRate","CitySalesTaxRate","CrimeRate","Elevation","GiniIndex","HousePriceIndex","HousingUnits","Latitude","Longitude","MedianAge","NumberOfHomes","PerCapitaIncome","Population","UnemploymentRate"
"Cokato",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",60572000,1.556,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.06e3,0.3857,332.1,1007,45.0767206,-94.1875477,36.,979442,22867,2799,"Missing[""NotAvailable""]"
"Moose Lake",499.,4,0.0014179,26228400,3.2651,359005.,0.0007090000000000001,0.5,0.0194966,1.06e3,0.3865,367.16,530,46.4507181,-92.7596084,43.9,89813,12354,2789,"Missing[""NotAvailable""]"
"Albany",286.,1,0.00036340000000000005,77590300,2.1058,379659.,0.,0.,0.0036337000000000006,1.2e3,0.4432,312.5,1020,45.6266682,-94.5634027,35.9,52003,28750,2780,"Missing[""NotAvailable""]"
"Barnesville",716.,3,0.0011503000000000002,81601300,2.1981,403716.,0.,0.,0.0011503000000000002,1.02e3,0.3944,315.04,992,46.6502795,-96.4164595,35.6,56879,32145,2759,"Missing[""NotAvailable""]"
"Roseau","Missing[""NotAvailable""]",2,0.0007505000000000001,93451500,2.6742,"Missing[""NotAvailable""]",0.00037520000000000007,0.,0.0101314,1.05e3,0.4759,"Missing[""NotAvailable""]",1210,48.8443604,-95.7623056,44.8,"Missing[""NotAvailable""]",36011,2744,"Missing[""NotAvailable""]"
"Granite Falls","Missing[""NotAvailable""]",3,0.0011111,75891500,3.585,"Missing[""NotAvailable""]",0.0014815000000000002,0.,0.02,919.,0.4307,"Missing[""NotAvailable""]",1160,44.8108245,-95.5390906,42.6,"Missing[""NotAvailable""]",29773,2737,"Missing[""NotAvailable""]"
"Foley",286.,0,0.,63189200,2.5072,379659.,0.0033695,0.,0.0134781,1.14e3,0.3581,312.5,954,45.6636402,-93.9098599,32.4,52003,24576,2711,"Missing[""NotAvailable""]"
"Cohasset","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",94175500,26.805,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.28e3,0.4403,"Missing[""NotAvailable""]",1079,47.2424562,-93.6643019,42.6,"Missing[""NotAvailable""]",34331,2689,"Missing[""NotAvailable""]"
"Osseo",6996.,0,0.,98632700,0.74773,524274.,0.,0.,0.00035700000000000006,886.,0.4217,332.1,1273,45.1177531,-93.3994568,45.8,979442,37114,2688,"Missing[""NotAvailable""]"
"Glenwood","Missing[""NotAvailable""]",3,0.001157,79751300,5.8596,"Missing[""NotAvailable""]",0.001157,0.5,0.014654900000000002,1.16e3,0.4028,"Missing[""NotAvailable""]",1308,45.6617538,-95.3845535,44.3,"Missing[""NotAvailable""]",31118,2657,"Missing[""NotAvailable""]"
"Pelican Rapids",143.,2,0.0007978000000000001,48350000,2.5309,426443.,0.00039890000000000005,0.,0.0031910000000000007,1.31e3,0.4253,"Missing[""NotAvailable""]",902,46.5702807,-96.0858525,35.7,19684,19335,2577,"Missing[""NotAvailable""]"
"Breezy Point",292.,0,0.,74687000,13.199,577868.,0.,"Missing[""NotAvailable""]",0.0020678000000000003,1.23e3,0.3835,"Missing[""NotAvailable""]",907,46.6089925,-94.2062775,43.8,31735,32986,2574,"Missing[""NotAvailable""]"
"Wabasha",433.,5,0.0020235,83334600,8.2197,454990.,0.0032376,0.,0.0178066,686.,0.4373,314.89,1216,44.3709013,-92.0454203,51.4,66771,31994,2559,"Missing[""NotAvailable""]"
"Lake Crystal",138.,4,0.0016026,84216600,1.7235,369197.,0.0024038,0.,0.0140224,994.,0.4004,299.98,1120,44.1054045,-94.2191409,37.8,25590,32039,2539,"Missing[""NotAvailable""]"
"Le Center","Missing[""NotAvailable""]",0,0.,61649800,1.5093,"Missing[""NotAvailable""]",0.00040290000000000004,0.,0.0032232000000000003,1.06e3,0.3971,"Missing[""NotAvailable""]",923,44.3860995,-93.732174,34.,"Missing[""NotAvailable""]",25237,2517,"Missing[""NotAvailable""]"
"Sandstone","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",24971800,5.2608,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.09e3,0.4178,"Missing[""NotAvailable""]",531,46.1290363,-92.864553,39.5,"Missing[""NotAvailable""]",13850,2462,"Missing[""NotAvailable""]"
"Mayer",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",65874700,1.3853,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",961.,0.2878,332.1,659,44.8889993,-93.8946795,33.2,979442,34071,2453,"Missing[""NotAvailable""]"
"Spring Valley","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",62177000,2.5313,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.27e3,0.3878,"Missing[""NotAvailable""]",1108,43.6866773,-92.390095,41.2,"Missing[""NotAvailable""]",25091,2447,"Missing[""NotAvailable""]"
"Janesville","Missing[""NotAvailable""]",4,0.0017691,66592300,1.7454,"Missing[""NotAvailable""]",0.006192000000000001,0.,0.0185758,1.07e3,0.3714,"Missing[""NotAvailable""]",908,44.1212392,-93.7128771,32.9,"Missing[""NotAvailable""]",26700,2421,"Missing[""NotAvailable""]"
"Wells","Missing[""NotAvailable""]",2,0.0009217000000000001,55108000,1.9895,"Missing[""NotAvailable""]",0.,0.,0.0036867000000000007,1.16e3,0.3957,"Missing[""NotAvailable""]",997,43.742946,-93.7277731,44.1,"Missing[""NotAvailable""]",23637,2410,"Missing[""NotAvailable""]"
"Madelia","Missing[""NotAvailable""]",0,0.,58617700,1.4664,"Missing[""NotAvailable""]",0.0008826000000000001,0.,0.010591300000000001,1.02e3,0.4234,"Missing[""NotAvailable""]",952,44.0480357,-94.4200747,35.4,"Missing[""NotAvailable""]",24526,2396,"Missing[""NotAvailable""]"
"Pequot Lakes",292.,2,0.0008591,57729900,16.325,577868.,0.00042960000000000003,0.,0.0266323,1.28e3,0.3816,"Missing[""NotAvailable""]",875,46.60385,-94.31572,36.3,31735,26967,2395,"Missing[""NotAvailable""]"
"Crosslake",292.,0,0.,107221300,25.737,577868.,0.0013078,0.,0.0034874000000000003,1.24e3,0.5132,"Missing[""NotAvailable""]",1056,46.6774602,-94.101479,61.6,31735,48885,2394,"Missing[""NotAvailable""]"
"Paynesville",286.,1,0.0003984000000000001,63046000,2.315,379659.,0.0003984000000000001,0.,0.0011952000000000002,1.17e3,0.3979,312.5,1069,45.3785302,-94.7215633,43.7,52003,26011,2388,"Missing[""NotAvailable""]"
"Rockville",286.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",97800400,28.423,379659.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.08e3,0.3771,312.5,993,45.472392,-94.339908,43.6,52003,38947,2382,"Missing[""NotAvailable""]"
"Crosby",292.,0,0.,74720600,3.0665,577868.,0.0004283,0.,0.005995700000000001,1.26e3,0.5311,"Missing[""NotAvailable""]",1169,46.4934083,-93.9458935,48.,31735,28934,2360,"Missing[""NotAvailable""]"
"Excelsior",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",142229100,0.62671,524274.,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",945.,0.6024,332.1,1124,44.9000986,-93.5671676,41.8,979442,59224,2355,"Missing[""NotAvailable""]"
"Saint Bonifacius",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",86495800,1.0581,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",971.,0.3749,332.1,893,44.9050598,-93.748176,45.5,979442,42306,2345,"Missing[""NotAvailable""]"
"Olivia","Missing[""NotAvailable""]",4,0.0017182,70720700,2.3394,"Missing[""NotAvailable""]",0.0025773000000000003,0.,0.024055000000000003,1.08e3,0.4451,"Missing[""NotAvailable""]",1025,44.7771557,-94.9976131,39.4,"Missing[""NotAvailable""]",29607,2343,"Missing[""NotAvailable""]"
"Gaylord","Missing[""NotAvailable""]",4,0.0017889,53360800,1.6692,"Missing[""NotAvailable""]",0.0049195,0.,0.021466900000000004,1.01e3,0.4239,"Missing[""NotAvailable""]",849,44.5555463,-94.2123518,48.9,"Missing[""NotAvailable""]",30880,2273,"Missing[""NotAvailable""]"
"Lauderdale",6996.,2,0.0007849,84264000,0.41958,524274.,0.0039246,"Missing[""NotAvailable""]",0.020800600000000002,958.,0.3801,332.1,1284,44.9944072,-93.2031343,34.9,979442,34842,2271,"Missing[""NotAvailable""]"
"Lexington",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",57293100,0.68493,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",909.,0.3748,332.1,823,45.1381216,-93.1713585,38.,979442,27438,2248,"Missing[""NotAvailable""]"
"Arlington","Missing[""NotAvailable""]",0,0.,58991800,1.5658,"Missing[""NotAvailable""]",0.,0.,0.0023116,1.e3,0.408,"Missing[""NotAvailable""]",945,44.6084525,-94.07639,35.2,"Missing[""NotAvailable""]",24731,2247,"Missing[""NotAvailable""]"
"Winsted",55.,1,0.00044500000000000003,57528400,1.9079,315416.,0.00044500000000000003,0.,0.0075656000000000004,1.02e3,0.3882,"Missing[""NotAvailable""]",884,44.9594992,-94.051431,36.4,11250,27143,2240,"Missing[""NotAvailable""]"
"Hawley",716.,1,0.0004498,64768600,2.5269,403716.,0.0017994,0.,0.0031489000000000005,1.15e3,0.3717,315.04,849,46.8759985,-96.317236,31.3,56879,30078,2219,"Missing[""NotAvailable""]"
"Lake No. 2","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",268.84,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.63e3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",47.160143,-91.744108,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2207,"Missing[""NotAvailable""]"
"Aitkin","Missing[""NotAvailable""]",2,0.0010076000000000002,47865100,2.2037,"Missing[""NotAvailable""]",0.0010076000000000002,0.,0.023677600000000004,1.21e3,0.4554,"Missing[""NotAvailable""]",1082,46.5295945,-93.7058714,43.8,"Missing[""NotAvailable""]",20228,2168,"Missing[""NotAvailable""]"
"Maple Lake",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",62753700,2.229,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.05e3,0.3678,332.1,842,45.2326293,-94.0095159,35.2,979442,27567,2159,"Missing[""NotAvailable""]"
"Esko","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",75773300,4.8607,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.33,"Missing[""NotAvailable""]",844,46.7100357,-92.3720951,43.4,"Missing[""NotAvailable""]",36620,2082,"Missing[""NotAvailable""]"
"Tracy",39.,2,0.0009551000000000002,51196000,2.1815,177965.,0.0047755,0.,0.015281700000000002,1.39e3,0.3552,"Missing[""NotAvailable""]",898,44.2382472,-95.6162423,35.2,6909,22649,2076,"Missing[""NotAvailable""]"
"Howard Lake",6996.,1,0.0004782,54466100,1.7692,524274.,0.,0.,0.0023912000000000004,1.01e3,0.3698,332.1,827,45.0616693,-94.066162,40.1,979442,29222,2071,"Missing[""NotAvailable""]"
"Cologne",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",67350100,1.7482,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",958.,0.3227,332.1,675,44.7698532,-93.7913857,32.6,979442,34223,2047,"Missing[""NotAvailable""]"
"Springfield",28.,0,0.,51670100,1.8457,234941.,0.0010005,0.,0.010005,1.02e3,0.3477,"Missing[""NotAvailable""]",879,44.2371709,-94.9813815,45.1,8149,25777,2027,"Missing[""NotAvailable""]"
"Ortonville","Missing[""NotAvailable""]",0,0.,53607100,3.5058,"Missing[""NotAvailable""]",0.0033822000000000006,0.,0.011274,1.02e3,0.3836,"Missing[""NotAvailable""]",983,45.303649,-96.4411976,45.,"Missing[""NotAvailable""]",25361,2021,"Missing[""NotAvailable""]"
"Hoyt Lakes",499.,1,0.000496,60906900,56.443,359005.,0.,0.,0.000496,1.47e3,0.3483,367.16,961,47.5677504,-92.0995048,51.8,89813,29401,2020,"Missing[""NotAvailable""]"
"Slayton","Missing[""NotAvailable""]",0,0.,56824200,1.9571,"Missing[""NotAvailable""]",0.0005053000000000001,0.,0.0010106000000000002,1.6e3,0.4239,"Missing[""NotAvailable""]",962,43.990285,-95.7577046,46.,"Missing[""NotAvailable""]",28824,2013,"Missing[""NotAvailable""]"
"Eyota",433.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",64584300,1.6891,454990.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.24e3,0.3254,314.89,813,43.9883185,-92.2321213,35.5,66771,31540,2006,"Missing[""NotAvailable""]"
"Coleraine","Missing[""NotAvailable""]",1,0.0005076,43383500,16.127,"Missing[""NotAvailable""]",0.,0.,0.010152300000000001,1.32e3,0.4074,"Missing[""NotAvailable""]",731,47.2675725,-93.4523426,39.,"Missing[""NotAvailable""]",25749,2006,"Missing[""NotAvailable""]"
"Mountain Lake","Missing[""NotAvailable""]",1,0.0004885,44274400,1.5265,"Missing[""NotAvailable""]",0.0019541000000000003,0.,0.0078163,1.3e3,0.3383,"Missing[""NotAvailable""]",899,43.9418397,-94.9253144,37.8,"Missing[""NotAvailable""]",21317,1999,"Missing[""NotAvailable""]"
"Rice",286.,0,0.,44552800,5.665,379659.,0.0014399000000000003,0.,0.007919400000000002,1.06e3,0.2717,312.5,569,45.757886,-94.2428511,30.3,52003,27309,1975,"Missing[""NotAvailable""]"
"Blooming Prairie",54.,0,0.,49701900,1.4056,301081.,0.0005112000000000001,0.,0.0025562000000000002,1.29e3,0.3862,"Missing[""NotAvailable""]",760,43.868351,-93.0550175,36.4,11393,26407,1974,"Missing[""NotAvailable""]"
"Nisswa",292.,0,0.,69656000,10.781,577868.,0.,0.,0.000484,1.23e3,0.4253,"Missing[""NotAvailable""]",748,46.5009104,-94.2978603,48.9,31735,38713,1967,"Missing[""NotAvailable""]"
"Clearwater",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",58137200,1.5637,524274.,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",965.,0.3533,332.1,743,45.411405,-94.0444522,31.3,979442,31387,1922,"Missing[""NotAvailable""]"
"Hinckley","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",31773900,3.7793,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.03e3,0.4231,"Missing[""NotAvailable""]",693,46.0130831,-92.9231499,36.8,"Missing[""NotAvailable""]",20986,1904,"Missing[""NotAvailable""]"
"Waverly",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",44890100,1.6878,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.01e3,0.3033,332.1,534,45.0651762,-93.9660695,33.2,979442,32200,1900,"Missing[""NotAvailable""]"
"Kenyon",90.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",51643100,2.3349,377679.,"Missing[""NotAvailable""]",0.5,"Missing[""NotAvailable""]",1.15e3,0.3537,"Missing[""NotAvailable""]",796,44.2725511,-92.9864002,37.8,14712,27152,1894,"Missing[""NotAvailable""]"
"Lester Prairie",55.,0,0.,51488200,0.86018,315416.,0.0011614000000000001,0.,0.008130100000000001,981.,0.3824,"Missing[""NotAvailable""]",745,44.8833264,-94.0369886,34.7,11250,26519,1894,"Missing[""NotAvailable""]"
"Rushford","Missing[""NotAvailable""]",0,0.,46469800,1.7118,"Missing[""NotAvailable""]",0.,0.,0.,728.,0.3824,"Missing[""NotAvailable""]",720,43.8134367,-91.7538278,43.9,"Missing[""NotAvailable""]",27172,1860,"Missing[""NotAvailable""]"
"Silver Bay","Missing[""NotAvailable""]",0,0.,55449200,7.8926,"Missing[""NotAvailable""]",0.,0.,0.,764.,0.4256,"Missing[""NotAvailable""]",850,47.2933114,-91.2768132,51.6,"Missing[""NotAvailable""]",32669,1857,"Missing[""NotAvailable""]"
"Warroad","Missing[""NotAvailable""]",4,0.0022272000000000004,54258900,2.7897,"Missing[""NotAvailable""]",0.0005568000000000001,0.,0.016147,1.07e3,0.4366,"Missing[""NotAvailable""]",730,48.9178875,-95.3297396,35.9,"Missing[""NotAvailable""]",30221,1830,"Missing[""NotAvailable""]"
"Oronoco",433.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",77234600,2.4934,454990.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",974.,0.3727,314.89,529,44.1611433,-92.5407727,36.7,66771,48611,1802,"Missing[""NotAvailable""]"
"Oak Lawn Township","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",37.491,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.21e3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",46.386667,-94.121944,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1792,"Missing[""NotAvailable""]"
"Red Lake",95.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",20005000,4.8275,373831.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.21e3,0.3554,"Missing[""NotAvailable""]",462,47.8674205,-95.0031243,21.,12128,11646,1786,"Missing[""NotAvailable""]"
"Osakis",67.,2,0.0011429,48074800,1.9453,465830.,0.0017143000000000002,0.,0.0097143,1.35e3,0.4503,"Missing[""NotAvailable""]",798,45.864204,-95.1518895,46.9,12430,27548,1771,"Missing[""NotAvailable""]"
"Braham",6996.,1,0.0005583000000000001,46121700,1.611,524274.,0.0005583000000000001,0.,0.0011166000000000001,958.,0.4523,332.1,783,45.7223483,-93.1721966,33.8,979442,26060,1769,"Missing[""NotAvailable""]"
"West Cook","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",577.44,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1.93e3,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",47.9680397,-90.6644216,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1756,"Missing[""NotAvailable""]"
"Waterville","Missing[""NotAvailable""]",2,0.0010672000000000001,52532300,1.6966,"Missing[""NotAvailable""]",0.0005336000000000001,0.,0.006937000000000001,1.01e3,0.402,"Missing[""NotAvailable""]",826,44.221854,-93.5724078,45.6,"Missing[""NotAvailable""]",29350,1750,"Missing[""NotAvailable""]"
"Maple Plain",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",61214000,1.1135,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.03e3,0.3917,332.1,753,45.0104419,-93.6606983,40.2,979442,33795,1743,"Missing[""NotAvailable""]"
"Long Lake",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",90022600,0.83404,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",958.,0.5204,332.1,774,44.9838364,-93.5680453,45.,979442,49965,1741,"Missing[""NotAvailable""]"
"Ada","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",48502500,1.3918,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",906.,0.4555,"Missing[""NotAvailable""]",706,47.2990738,-96.5166355,39.3,"Missing[""NotAvailable""]",28875,1740,"Missing[""NotAvailable""]"
"Lakefield","Missing[""NotAvailable""]",0,0.,47259000,1.2811,"Missing[""NotAvailable""]",0.0012384000000000002,0.,0.0074303,1.48e3,0.3611,"Missing[""NotAvailable""]",778,43.6777754,-95.1696433,36.4,"Missing[""NotAvailable""]",26620,1735,"Missing[""NotAvailable""]"
"Spring Park",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",92276500,0.35666,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",951.,0.505,332.1,1098,44.9369405,-93.6306989,57.6,979442,49887,1734,"Missing[""NotAvailable""]"
"Dundas",136.,0,0.,53228900,1.9181,456107.,0.0006161000000000001,0.,0.0073937000000000004,932.,0.3144,"Missing[""NotAvailable""]",554,44.4275898,-93.2035999,34.8,17247,34312,1712,"Missing[""NotAvailable""]"
"Lakeland",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",82891500,2.0731,524274.,"Missing[""NotAvailable""]",0.25,"Missing[""NotAvailable""]",728.,0.366,332.1,731,44.953567,-92.769974,47.6,979442,46499,1710,"Missing[""NotAvailable""]"
"Mapleton",138.,0,0.,45671600,1.4598,369197.,0.0017730000000000003,0.,0.0118203,1.04e3,0.3323,299.98,681,43.9259517,-93.9540404,38.3,25590,27170,1710,"Missing[""NotAvailable""]"
"Stacy",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",51383000,3.5116,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",899.,0.3553,332.1,661,45.397316,-92.989208,30.5,979442,25905,1703,"Missing[""NotAvailable""]"
"Canby","Missing[""NotAvailable""]",0,0.,42842600,2.1935,"Missing[""NotAvailable""]",0.,0.,0.,1.24e3,0.4105,"Missing[""NotAvailable""]",733,44.7146313,-96.2694327,51.4,"Missing[""NotAvailable""]",27480,1695,"Missing[""NotAvailable""]"
"Gilbert",499.,1,0.0005593000000000001,53911000,11.858,359005.,0.0027964,0.,0.0329978,1.53e3,0.3809,367.16,836,47.4910211,-92.46127,45.9,89813,29292,1687,"Missing[""NotAvailable""]"
"Rock Creek","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",42170200,43.007,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",938.,0.3302,"Missing[""NotAvailable""]",570,45.7647162,-92.9034591,45.5,"Missing[""NotAvailable""]",28566,1682,"Missing[""NotAvailable""]"
"Aurora",499.,0,0.,38499000,3.7416,359005.,0.,0.,0.0044768,1.47e3,0.4283,367.16,763,47.5312282,-92.2409392,43.4,89813,21982,1678,"Missing[""NotAvailable""]"
"Avon",286.,1,0.0006262,52258300,1.4773,379659.,0.0012523000000000002,0.,0.0118973,1.13e3,0.3076,312.5,662,45.6057105,-94.450731,34.1,52003,31684,1618,"Missing[""NotAvailable""]"
"Warren","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",47734900,1.438,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",856.,0.3829,"Missing[""NotAvailable""]",743,48.1939024,-96.7689538,44.,"Missing[""NotAvailable""]",29097,1605,"Missing[""NotAvailable""]"
"Lewiston",53.,0,0.,46090700,1.1506,336519.,0.0019255000000000003,0.,0.0038511000000000005,1.21e3,0.4082,"Missing[""NotAvailable""]",629,43.9834917,-91.8682324,39.4,14012,27466,1533,"Missing[""NotAvailable""]"
"Madison","Missing[""NotAvailable""]",0,0.,48105200,1.0517,"Missing[""NotAvailable""]",0.003199,0.,0.008962900000000001,1.09e3,0.4583,"Missing[""NotAvailable""]",820,45.0127689,-96.1887015,52.2,"Missing[""NotAvailable""]",29598,1518,"Missing[""NotAvailable""]"
"Richmond",286.,0,0.,43245900,1.0294,379659.,0.0007849,0.,0.0007843000000000001,1.12e3,0.3656,312.5,652,45.4555285,-94.5150387,39.,52003,27787,1475,"Missing[""NotAvailable""]"
"Dassel","Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",36604900,1.626,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.09e3,0.3438,"Missing[""NotAvailable""]",583,45.0842211,-94.3171524,39.7,"Missing[""NotAvailable""]",25183,1472,"Missing[""NotAvailable""]"
"Dawson","Missing[""NotAvailable""]",3,0.0020450000000000004,41930400,1.4747,"Missing[""NotAvailable""]",0.0006817,0.,0.006816700000000001,1.05e3,0.3935,"Missing[""NotAvailable""]",742,44.9287341,-96.04893,48.4,"Missing[""NotAvailable""]",25686,1466,"Missing[""NotAvailable""]"
"Wheaton","Missing[""NotAvailable""]",0,0.,49130200,1.796,"Missing[""NotAvailable""]",0.0030888,0.,0.0208494,1.02e3,0.4096,"Missing[""NotAvailable""]",810,45.8057861,-96.4980409,46.3,"Missing[""NotAvailable""]",31506,1460,"Missing[""NotAvailable""]"
"Tonka Bay",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",135121600,0.92606,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",942.,0.5066,332.1,638,44.9155367,-93.5894085,51.1,979442,84282,1442,"Missing[""NotAvailable""]"
"Fosston",239.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",35654700,1.6934,294655.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.29e3,0.4363,299.03,685,47.5851418,-95.752685,45.,23975,24465,1434,"Missing[""NotAvailable""]"
"Clara City","Missing[""NotAvailable""]",0,0.,37955500,1.7434,"Missing[""NotAvailable""]",0.,0.,0.0031201000000000002,1.06e3,0.3759,"Missing[""NotAvailable""]",584,44.9578686,-95.3668237,40.4,"Missing[""NotAvailable""]",27375,1423,"Missing[""NotAvailable""]"
"Pierz","Missing[""NotAvailable""]",0,0.,46487900,1.3542,"Missing[""NotAvailable""]",0.,0.,0.0007446,1.17e3,0.4883,"Missing[""NotAvailable""]",625,45.9780278,-94.1014698,36.2,"Missing[""NotAvailable""]",27880,1418,"Missing[""NotAvailable""]"
"Babbitt",499.,0,0.,40155200,105.91,359005.,0.0013351,0.,0.0053405,1.48e3,0.3963,367.16,729,47.6440942,-91.9384293,52.9,89813,28085,1397,"Missing[""NotAvailable""]"
"Appleton","Missing[""NotAvailable""]",6,0.0045386,38464800,1.9742,"Missing[""NotAvailable""]",0.0030257,0.,0.033282900000000004,1.01e3,0.5372,"Missing[""NotAvailable""]",717,45.1997319,-96.0233148,44.2,"Missing[""NotAvailable""]",28035,1392,"Missing[""NotAvailable""]"
"Winnebago","Missing[""NotAvailable""]",3,0.0022124000000000002,36466600,2.2679,"Missing[""NotAvailable""]",0.005899700000000001,0.,0.021386400000000003,1.11e3,0.42,"Missing[""NotAvailable""]",609,43.7638109,-94.1706283,36.1,"Missing[""NotAvailable""]",26250,1391,"Missing[""NotAvailable""]"
"Oakport",716.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",54026000,2.9701,403716.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",892.,0.2845,315.04,495,46.9360518,-96.7703508,41.6,56879,41021,1387,"Missing[""NotAvailable""]"
"Fulda","Missing[""NotAvailable""]",0,0.,36519900,1.0281,"Missing[""NotAvailable""]",0.0016543000000000003,0.,0.005789900000000001,1.52e3,0.3813,"Missing[""NotAvailable""]",565,43.8675601,-95.6057129,44.4,"Missing[""NotAvailable""]",27235,1371,"Missing[""NotAvailable""]"
