year,agency_name,Total Crime,Index-Violent,Index-Property,Index-Total,Murder
2012,omaha,34.58382180539273,48.93360160965795,22.984669934299717,25.961316530489775,46.34146341463415
2013,omaha,33.97810648565935,54.389546753777054,21.60351685158049,25.32819965672403,78.57142857142857
2014,omaha,32.69343322018026,56.590724165988604,20.017844958799138,24.196922504765002,65.625
2015,omaha,35.95138306789606,49.89265779304423,26.29604575364369,29.252286175363096,79.16666666666666
2016,omaha,46.242087089967384,65.19162386408534,31.10013684774201,35.56210569862447,86.20689655172413
2017,omaha,47.31178805981225,65.10828463389481,28.73774158398807,33.937874766538876,74.19354838709677
2018,omaha,47.930437519672644,67.92237442922374,28.97511339953414,34.37862950058072,90.9090909090909
2010,philadelphia,26.7800738665056,49.19881305637982,16.150411850211118,24.176198524691113,69.93464052287581
2011,philadelphia,27.70308635440626,49.34311364134005,15.93672945636312,23.772228285292417,60.18518518518518
2012,philadelphia,28.666533186505156,49.3362460090741,17.37108970647578,24.995323981295925,69.78851963746223
2013,philadelphia,29.722734099551563,52.44816680332669,17.782309361670283,26.174744066018206,70.44534412955466
2014,philadelphia,28.07335861192295,51.943485086342235,16.733565586186007,24.890531124074425,59.2741935483871
2015,philadelphia,31.038264820763057,52.736626789809705,17.579390797148413,26.237616205406887,57.49999999999999
2016,philadelphia,26.763177431328877,47.59881550148062,17.061255928973935,24.37411358451008,45.42124542124542
2017,philadelphia,23.79116057821087,47.983924983255186,15.977459186210325,23.538719579733534,44.303797468354425
2018,philadelphia,20.97627444693812,44.64632454923717,14.048224641367382,20.989538267914735,43.87464387464387
2010,phoenix,20.823968217327387,34.08323959505062,14.83513799560368,17.05370519764896,72.41379310344827
2011,phoenix,19.915662367561726,33.353937445914205,14.19842119139565,16.333645684048065,71.55172413793103
2012,phoenix,21.874625578107402,35.68407697187566,15.816838606709775,18.492204741225883,85.36585365853658
2013,phoenix,22.549560792972688,36.146228402865574,16.496629774486145,19.17731434238326,93.22033898305084
2014,phoenix,22.42712373326661,34.04960566921934,16.599680572862734,18.922496424550406,69.2982456140351
2015,phoenix,20.491094147582697,28.873771730914587,15.667695019832525,17.58714314861026,68.75
2016,phoenix,17.348537704018025,26.691588785046726,13.482033064626314,15.523017385779472,46.57534246575342
2017,phoenix,18.102630260253964,26.94428902565742,11.943068281609861,14.51882960035134,57.324840764331206
2018,phoenix,20.303442275273262,32.460776218001655,12.997990715720917,16.372669740270897,68.93939393939394
2010,pittsburgh,38.08231569425599,51.387900355871885,18.16731655441333,24.790691074215978,56.36363636363636
2011,pittsburgh,39.69049454785769,50.36348949919225,19.844976647123126,25.871281601403624,50
2012,pittsburgh,41.2479612774241,52.27950575202386,22.177532503975307,27.596257094646422,58.536585365853654
2013,pittsburgh,42.05903607760298,54.00619743249225,21.4591420324475,27.433772143669756,55.55555555555556
2014,pittsburgh,42.36778846153847,53.360488798370675,21.521805119902865,27.857027070838058,46.3768115942029
2015,pittsburgh,42.486253613740715,55.65297646515921,19.717028802425467,26.17310562095838,64.91228070175438
2016,pittsburgh,39.887672977824096,52.11327134404058,19.15281718686664,25.527219225110347,59.64912280701754
2017,pittsburgh,41.97097944377267,57.37051792828686,20.151133501259448,26.629680998613036,65.45454545454545
2018,pittsburgh,42.3175216605373,59.794403198172475,19.835616438356166,26.26884884148584,75.43859649122807
2010,portland,18.748062343225953,31.9567354965585,13.081610369483288,14.913173462247947,54.54545454545454
2011,portland,17.22262606682282,33.02601251234771,11.621477583105722,13.58782782298315,25
2012,portland,18.14592001696128,35.4671839637892,11.985289288763381,14.150296598801681,60
2013,portland,19.08763505402161,34.002040122407344,13.613201498329566,15.454043101860378,35.714285714285715
2014,portland,16.792235985187077,33.63105462040536,11.47103540289801,13.306772908366534,26.923076923076923
2015,portland,16.86631016042781,36.61764705882353,11.40373637778931,13.447782546494993,25
2016,portland,13.803452663929505,30.477394878280112,8.489739172484661,10.408275862068965,57.14285714285714
2017,portland,11.92899459647143,29.531203344281877,6.867930669704614,8.755221802267755,62.5
2018,portland,12.621759409914308,30.80909876187734,7.205735798914849,9.275955249135036,53.84615384615385
2010,prince george's county,12.380560131795717,23.59846184982797,7.883289124668435,10.220977842003853,48.148148148148145
2011,prince george's county,15.231382163653079,31.533742331288344,9.243400377121308,12.319257729165962,56.25
2012,prince george's county,17.6147484058337,35.32237673830594,10.520006613756614,14.00504494262266,77.55102040816327
2013,prince george's county,18.047408322184488,36.978869217589946,10.146978272777067,13.844942935852025,84.31372549019608
2014,prince george's county,16.98863853716384,36.53906991458399,9.197935975151546,12.935732203096617,79.48717948717949
2015,prince george's county,18.796321100098222,36.57862407862408,10.46639064783244,14.786585365853657,62.121212121212125
2016,prince george's county,NA,NA,NA,NA,NA
2017,prince george's county,16.35984912458481,34.12112259970458,9.295754238516157,12.480262742373524,53.70370370370371
2018,prince george's county,18.128723279990655,43.62818590704648,8.408124704770902,13.2013874719445,92
2010,san antonio,21.58553400939033,47.450794403604455,14.473758672597423,17.347371031233532,91.13924050632912
2011,san antonio,18.197661821367674,47.527706734867856,11.876143839343127,14.730507587650447,79.7752808988764
2012,san antonio,14.740320445773209,30.07345527869797,11.257076498766148,12.714956869134369,69.66292134831461
2013,san antonio,17.071649947734233,36.73538740371545,11.967147536065205,14.428857715430862,75
2014,san antonio,15.074199927047937,28.07632398753894,11.952139756047137,13.411911253172887,76.69902912621359
2015,san antonio,12.439695074812358,21.16592971840819,10.171034220429013,11.320479289580925,86.17021276595744
2016,san antonio,10.391531456570979,19.257950530035338,7.4897796518653745,8.919132595437091,66.44295302013423
2017,san antonio,11.03334509358939,21.13579328933916,7.7107877734947605,9.421448451471546,71.7741935483871
2018,san antonio,13.34152493047921,23.758681455374727,9.512345879826931,11.44463971880492,69.1588785046729
2010,san diego,29.299948443209072,51.28205128205128,12.548369264787176,18.529516896257803,100
2011,san diego,29.271451445794483,51.743730407523515,13.76687199165236,19.334731278545373,100
2012,san diego,28.750719376687766,53.662506782419975,13.009463722397477,19.04697950522442,74.46808510638297
2013,san diego,28.316822826986293,53.007731472751274,12.982223903177005,18.714050390213604,56.41025641025641
2014,san diego,31.953072791624383,53.855005753739924,14.195136506042072,20.65197027415225,75
2015,san diego,28.898502036402125,49.31924041562164,12.655188970436928,18.546344271732874,100
2016,san diego,25.548463356973993,45.59264816204051,10.138345444382336,15.705619036400048,72
2017,san diego,26.006433130622707,45.52767669028921,8.965175645812696,15.031620427749706,100
2018,san diego,22.590139808682856,44.17910447761194,6.780711992996791,12.896631681718333,94.28571428571428
2010,san francisco,16.536183064235104,33.408734992169826,9.924300942376023,13.465575146935349,45.83333333333333
2011,san francisco,15.94022128288638,34.40640119091924,9.40825883354619,12.919498170412963,36
2012,san francisco,12.385636790543277,28.630777220010383,7.206026016761788,9.976496922216004,56.52173913043478
2013,san francisco,13.838720809847002,33.069082672706685,7.782882211737439,11.007799523362461,54.166666666666664
2014,san francisco,14.461576944379924,30.557609821032393,9.569112722595523,12.305704477957342,60
2015,san francisco,11.300093196644921,30.491803278688522,6.722118485825836,9.392422441360143,52.83018867924528
2016,san francisco,12.603563436341583,35.94507269789984,7.006033500696174,10.34855948649052,66.66666666666666
2017,san francisco,10.593303903275233,31.43945405491192,5.883435131356244,8.538173665034538,48.214285714285715
2018,san francisco,11.672393286639355,33.90299479166667,6.573332791482099,9.606560930669461,95.65217391304348
2010,san jose,19.88964879241418,34.43234836702955,14.061863140256328,16.650853889943072,70
2011,san jose,18.42096489180809,32.751091703056765,13.134898962315674,15.632695210104059,69.23076923076923
2012,san jose,15.166380508543863,29.405131096701435,9.781119347925376,11.95563886285536,57.77777777777777
2013,san jose,18.304686794497457,35.925349922239505,10.88984711877695,13.691906005221933,63.1578947368421
2014,san jose,17.716523294175683,36.489821098087596,9.378687390649795,12.538193321111471,68.75
2015,san jose,16.86244904121999,33.352941176470594,8.795686039544638,11.732020397397573,73.33333333333333
2016,san jose,17.133928571428573,35.605865706200156,8.412461109539779,12.103645760581088,51.06382978723404
2017,san jose,17.241960872498314,33.0945558739255,7.337203332938436,10.992511266985192,56.25
2018,san jose,17.42527730725097,31.345634563456347,6.496330524599076,10.153326489386364,71.42857142857143
2010,seattle,19.74197848233838,39.94310099573257,11.622370879286446,14.334759270864556,73.68421052631578
2011,seattle,18.509686301504573,39.383187772925766,10.181806743834928,13.199458483754512,45
2012,seattle,17.461931279894632,37.41406663141195,8.976144063863362,11.955347497299245,60
2013,seattle,19.901059769281616,40.87765957446808,10.212990768546325,13.115496928808781,33.33333333333333
2014,seattle,14.811619211964336,35.88014981273408,8.179833705329768,10.657495086653565,50
2015,seattle,16.242617911172236,37.50611246943765,8.976023314346271,11.765268316003347,45.83333333333333
2016,seattle,16.564526332437136,38.635305076851424,9.1796112715635,12.139864722540782,68.42105263157895
2017,seattle,16.14789849325932,39.41717791411043,8.31971318606,11.65937220575086,66.66666666666666
2018,seattle,15.350624399615754,38.26104257859132,7.880562673220728,11.409225365132187,68
2010,st. louis,25.67812402940263,45.96293311845286,11.839408578539015,18.15443347549882,64.58333333333334
2011,st. louis,27.068658352747704,47.647058823529406,12.840391133273599,19.390240045542235,66.3716814159292
2012,st. louis,27.229872224289792,47.412118000353296,11.929984087292567,19.192941857101534,57.52212389380531
2013,st. louis,26.045207061541,51.01437857002167,10.7981220657277,18.601895734597157,47.5
2014,st. louis,23.34491142757902,41.77262528047868,10.30674230634068,16.966794633316184,44.65408805031446
2015,st. louis,23.226114867172026,38.892745574453315,11.179348911523865,17.371074059713067,48.40425531914894
2016,st. louis,23.054326667846397,39.006149243809205,10.094890902267732,17.146331576813946,50.53191489361703
2017,st. louis,22.202267765335588,35.67559201362018,10.653507602027206,17.067364913115927,52.6829268292683
2018,st. louis,22.889277866746117,40.41628959276018,10.219380443170543,17.268770862382222,50.80213903743316
2010,suffolk county,38.61452018335058,43.377646479566714,21.693121693121693,23.29194801423074,12
2011,suffolk county,38.9004311016465,43.018259935553175,21.499899739322238,22.995111393066388,31.25
2012,suffolk county,40.42588819737099,48.435754189944134,22.21925014488877,24.15672350439701,43.47826086956522
2013,suffolk county,44.13139982243267,47.904940587867415,25.25144550799281,26.88458070333634,25.925925925925924
2014,suffolk county,43.21786690975387,51.33248730964467,25.207597594731318,27.035064358632933,37.93103448275862
2015,suffolk county,42.47209189451545,47.38054116292459,24.755157324442592,26.632589690918646,32
2016,suffolk county,43.146744280492754,52.694990488268864,25.36430371425441,27.53769351016086,24.242424242424242
2017,suffolk county,45.44025157232704,57.603363700070076,26.20616615674276,28.638115399229225,31.818181818181817
2018,suffolk county,48.357870894677234,60.22927689594356,29.47817525434854,31.608528315718736,36.36363636363637
2010,tampa,44.316883399532074,63.917050691244235,24.858115777525537,31.079791529031787,70.37037037037037
2011,tampa,43.76536504488022,65.48473967684022,24.23746752621957,31.5188970763014,71.42857142857143
2012,tampa,41.618462639394124,64.61609620721555,24.831607519855233,31.934924436369645,78.26086956521739
2013,tampa,43.74877330716389,59.7997138769671,26.555593335600136,32.93956043956044,53.57142857142857
2014,tampa,44.297399747290015,60.72115384615384,26.782006920415224,33.348837209302324,42.857142857142854
2015,tampa,43.62021679508946,55.483028720626635,23.583552474300742,30.457614403600903,41.17647058823529
2016,tampa,45.69179180638577,62.854144805876174,26.102564102564102,33.31959612610756,48.275862068965516
2017,tampa,45.77885391444714,61.23249299719888,25.932557445538645,33.35689878637917,41.02564102564102
2018,tampa,48.634812286689424,64.24936386768448,27.62360446570973,34.96557000765111,100
2010,tucson,24.971284171835514,32.15250675472831,5.666864256075875,13.165051844297126,64.70588235294117
2011,tucson,24.35175293774886,30.75581395348837,5.5533980582524265,13.318405732198835,64.70588235294117
2012,tucson,22.664535812872295,29.50649350649351,5.279255319148937,13.482849604221636,71.42857142857143
2013,tucson,16.238322786172457,28.830166270783845,11.13713244860786,12.707153207746014,61.702127659574465
2014,tucson,19.3529738229581,35.52134766192274,14.462901439645625,16.531613786806666,68.57142857142857
2015,tucson,16.429484448231786,25.95046082949309,12.115958505044762,13.358512041803555,80.64516129032258
2016,tucson,14.931030615677917,23.957597173144876,10.609307532384456,12.205012672486623,46.666666666666664
2017,tucson,14.965375434284228,25.609184629803188,10.266132493919015,12.298286991062563,43.47826086956522
2018,tucson,9.41572517915891,21.77867609903992,5.487736167975059,7.596219875085837,55.319148936170215
2010,washington,25.927885039231246,38.29673272629888,7.712432751123885,14.312546957175057,78.78787878787878
2011,washington,25.32983779866573,37.92412312097351,7.343176038428935,13.394906082669916,95.37037037037037
2012,washington,25.73683993569397,38.53383458646616,8.064516129032258,14.246023098714316,80.68181818181817
2013,washington,25.666201992039923,45.39340101522843,8.201156616726978,16.02713023044674,80.58252427184466
2014,washington,21.02673835912067,36.5685019206146,7.493868652920338,13.054337977814237,70.47619047619048
2015,washington,19.437726723095526,35.217714002968826,6.149741427583254,12.26231043362901,61.72839506172839
2016,washington,29.043711825741408,47.257165088834135,9.73753197940684,17.08574621558468,68.11594202898551
2017,washington,31.382508833922262,51.549210206561355,11.975175952570813,19.32988963220143,70.6896551724138
2018,washington,29.999212567423918,52.29094208377438,11.092588270596472,18.53521280664372,66.25
