Yr cohort reaches HS graduation,Non-metropolitan portions of states or combined states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan statistical areas,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,AK HI,AZ,AR,CA,CO WY,DE MD VA WV,FL,GA,ID MT,IL,IN,IA,KS NE ND SD,KY,LA,ME NH VT,MA RI CT,MI,MN,MS,MO,NV,NM,NY,NC,OH,OK,OR WA,PA NJ,SC,TN,TX,UT,WI,Atlanta,Boston,Charlotte,Chicago,Cincinnati,Cleveland,Dallas,Denver,Detroit,Houston,Kansas City,Los Angeles,Miami,Minneapolis-St. Paul,New York City,Orlando,Philadelphia,Phoenix,Pittsburgh,Portland,Sacramento,San Antonio,San Diego,San Fran,Seattle,St. Louis,Tampa,DC
Age 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,6759.864,3703.923,3145.161,5947.878,45421.22,4310.741,10092.61,9167.761,4518.931,5415.604,3616.066,8610.966,4956.903,10199.76,5288.037,5962.238,2840.741,7730.55,7427.35,3596.087,3518.802,4447.693,6093.52,3535.701,7751.945,8798.394,8738.853,6985.396,17486.98,10702.52,4104.101,8422.451,21113.23,6415.374,7387.082,6686.843,5896.228,3319.152,9858.939,2625.562,1938.502,12304.81,5202.572,4294.105,12412.72,3428.154,23862.68,5241.31,5608.319,21339.61,2819.952,7327.814,8978.233,2307.293,850.0161,5551.988,6203.375,5029.689,7299.467,8451.527,3432.229,3246.495,7152.274
2029,6698.173,3084.109,3709.972,5665.04,44799.86,4408.02,10354.25,8892.801,4703.764,5629.722,3858.42,8811.27,5333.236,9691.325,4793.221,6914.275,2247.979,8011.657,6889.362,3632.482,4480.718,4312.115,5748.159,3891.696,8426.328,8154.473,9315.527,6490.897,18382.79,11015.58,4262.407,8842.551,22403.59,7058.159,6570.799,6914.586,5095.92,3386.86,10306.47,2698.636,2008.641,13072.01,5155.851,4439.633,12548.59,3156.434,24363.33,5427.152,5641.813,22200.75,2945.301,7852.786,8960.59,2110.726,706.9261,6149.251,6141.636,5963.363,6985.143,8226.164,3344.636,3307.227,6909.075
2028,6572.605,3410.947,3453.325,5573.471,47031.21,4496.063,10653.62,9010.27,4556.265,5834.218,3933.468,8744.325,5627.706,10106.82,5698.213,7054.503,2277.667,8250.804,8156.514,3454.298,4259.277,4186.371,6089.853,4343.559,8445.23,9065.42,9415.234,6500.232,20346.24,11182.73,4446.339,9075.245,24100.5,7418.055,7390.526,6497.249,5123.076,3343.809,10496.17,2526.514,1888.587,12749.02,4882,4340.705,13760.14,3272.535,25729.2,5293.728,5092.617,22439.92,2770.573,7810.745,9421.994,2112.597,599.3328,5749.156,5871.312,5639.321,7886.973,7454.73,3675.634,3278.983,6692.42
2027,6844.466,4168.938,3856.167,6031.771,48553.59,4695.553,10705.68,9597.649,4892.633,5599.801,4193.896,8918.963,5614.1,10294.09,5878.933,7420.548,2353.92,8247.086,7675.512,3609.718,4230.281,4964.107,6250.736,3636.133,8521.682,8810.52,10146.61,7604.228,20662.79,11856.31,4506.515,9688.024,24815.28,7166.071,8068.706,6841.065,5454.339,3409.998,9759.527,3078.644,2026.076,14167.81,5227.131,4455.073,13564.53,3407.39,26499.4,5429.957,5442.013,23257.28,2751.402,7902.966,9744.607,2164.116,712.9178,6331.662,5993.701,5410.874,8067.597,7775.88,3592.611,3299.225,6410.503
2026,7545.935,4104.449,4191.944,6111.4,52821.11,5513.774,10899.79,9950.617,5351.751,5576.643,4248.972,8854.942,6305.531,11175.28,5687.712,8646.148,3120.68,8783.128,7816.359,3717.279,4789.226,4583.883,6324.517,3673.786,8489.197,9059.903,10850.51,7724.667,19801.46,11739.87,4759.003,10424.2,25981.06,7385.563,7240.445,6510.391,5604.892,3231.583,11641.79,3118.112,2234.012,14799.58,5242.563,4822.518,13592.08,3616.951,29611.37,5279.698,5353.728,24410.86,3085.158,8719.966,9898.188,2439.277,901.1702,6026.681,6242.05,6038.221,8291.717,7795.811,4189.458,3269.75,7003.792
2025,7447.291,4415.353,4047.709,6022.8,54672.22,4965.426,11628.4,9328.582,5207.051,6182.381,4557.713,9655.731,6065.443,11462.01,5986.363,8011.313,2516.187,9799.894,8349.11,4195.339,5351.253,5217.634,6655.442,4401.472,8833.722,9218.883,10245.77,7408.708,21987.02,12852.14,4674.803,10009.02,28234.66,7337.522,7807.551,6736.174,5454.546,3427.596,11967.15,3051.262,2112.865,14899.44,5283.207,4570.647,14261.73,3266.454,30563.88,5325.691,5142.177,26407.65,2988.417,8499.569,10796.48,2660.686,994.1952,6520.604,5864.501,6961.262,8610.527,7991.387,3799.63,3209.51,6934.108
2024,7396.071,3823.118,4026.199,6216.562,54387.36,5462.586,9939.813,9984.781,4854.757,5578.314,4506.482,8782.766,6264.211,10389.53,6046.686,7899.963,3328.417,9763.304,7579.636,3369.304,4997.108,4478.303,6503.473,4325.787,8304.551,9441.357,10589.45,8123.49,21986.34,12626.29,4636.194,10139.61,27840.92,7035.143,8024.476,6776.374,5546.203,3249.207,12105.83,2690.096,2308.406,14290.62,5209.863,4889.597,13171.3,3210.285,29319.89,5283.43,4966.394,24547.36,2566.445,9090.444,9500.58,2742.424,865.3397,6309.026,5781.357,6319.804,8245.408,7997.896,3757.172,3028.888,6222.196
2023,7417.251,4496.594,3823.114,5208.789,53110.93,5079.173,11241.16,8933.689,4681.143,6280.5,4526.698,9075.979,6188.868,10881.85,6473.739,8098.425,3524.477,10195.32,7291.82,3893.192,4256.097,4762.571,5222.766,4042.397,9791.464,9451.261,10661.12,6875.485,19676.01,12463.48,5157.078,9845.959,27244.8,7161.3,7753.105,6354.355,4613.952,3279.13,11296.88,2695.378,2137.078,15494.71,5079.905,4961.472,14096.76,3747.326,29847.26,5716.694,5475.263,26976.1,2609.787,8244.31,10064.97,2464.606,855.1518,5828.084,6418.072,6782.943,8063.759,8298.297,3927.07,2940.224,6443.52
2022,6947.401,4545.882,4156.079,6469.946,53483.01,5019.818,10936.3,9258.229,5030.581,5681.57,4469.633,9344.617,5705.245,10692.5,5285.962,8662.607,2744.045,10040.43,8317.296,3586.019,4906.513,5272.712,6093.176,4073.478,9115.505,9179.814,10947.57,7245.252,20843.15,12281.58,4343.357,9440.302,26874.49,6761.564,7783.142,6116.99,5581.804,2838.558,11785.64,2734.634,2091.119,14734.92,4802.443,4878.301,13447.6,3456.123,30987.08,5615.966,5359.453,25390.18,2580.311,8736.777,8607.646,2545.634,1099.185,6033.063,5735.982,7726.975,9019.186,7371.793,4345.698,2942.157,5974.825
2021,7003.429,4271.504,3827.794,5782.515,54019.21,5241.119,11068.67,8903.105,5524.575,5697.062,5138.677,9700.683,5843.76,10882.83,5694.999,8252.402,3108.18,9781.872,8502.064,3641.495,4833.022,4792.961,6118.548,3552.7,10440.36,8992.125,11037.06,8088.64,21976.43,13544.68,4388.921,10810.41,28058.62,7363.762,7956.526,6261.469,5887.58,2971.425,10907.02,2363.039,2339.33,14649.4,5302.223,5182.813,14760.16,3243.093,30402.84,5072.778,5062.34,25066.47,2906.708,8855.479,8663.581,2882.246,964.07,5524.684,6125.094,7353.522,7872.824,6743.249,4345.477,3063.773,5968.62
2020,7326.732,4466.405,4125.987,6660.392,51906.89,5118.842,11361.57,8584.79,5207.309,5264.765,4417.707,9175.471,6107.045,9873.968,6234.777,7738.324,3463.626,11345.61,7667.712,4214.757,4588.664,4984.286,5627.615,4004.748,10200.01,9065.67,10821.95,7749.551,20899.18,13435.27,4379.261,9759.908,27783.74,6813.729,8494.913,6142.721,5383.394,2612.896,10990.47,2478.634,2033.331,13938.22,4502.412,4531.605,12843.24,3411.491,32147.52,4958.852,5556.643,24745.36,2265.087,7696.065,7886.448,2456.291,874.6081,6078.187,5931.618,6736.179,8691.593,7447.131,3777.555,2594,5333.382
2019,6929.926,4470.634,3882.168,5576.503,56332.75,5625.573,11115.56,9205.849,4907.416,5944.375,4570.343,8824.182,6163.608,11297.14,5566.196,8419.38,3561.662,10357.51,8973.084,3534.886,5172.436,4188.999,5815.146,4527.328,9987.493,9137.518,11298.22,7297.101,21656.77,12780.14,4523.381,9739.743,27689.65,7289.629,7882.139,5953.561,5555.037,2923.895,12087.4,2614.694,2270.869,14746.64,4773.354,5202.09,14140.5,3401.591,33684.75,5091.08,5097.386,26840.46,2499.701,7786.733,9029.15,3038.123,1068.771,5833.645,5390.567,7754.417,8817.595,7239.729,4650.314,2711.156,5583.963
2018,7697.218,3982.343,3862.402,6196.865,54980.38,5134.45,10581.12,8636.082,5086.082,5088.691,5519.787,9155.678,5892.467,10353.06,6142.268,8785.598,2895.022,11020.43,7837.57,3865.009,4299.521,5151.198,5196.431,3692.428,11021.42,9390.755,11599.9,7710.961,21810.34,14205.02,4558.92,10651.79,28639.73,6164.058,7671.3,5776.587,5539.865,2600.745,11993.93,2581.6,2302.853,13061.03,4100.524,4683.861,13202.55,3404.108,33665.71,5082.801,5388.986,26031.94,2129.51,8702.703,7754.313,2788.614,1118.645,5503.074,5299.073,7364.504,8363.718,8044.837,3290.028,2734.036,4901.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend four-year post-secondary institution the fall after high school graduation and either complete a degree at that institution or still enrolled at that institution as of February 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,15788.12,8492.347,6311.374,10643.58,67973.48,9521.136,39703.96,32680.3,15036.06,11512.17,11748.2,22788.66,15645.99,22423.69,12712.06,12671.38,5902.934,23764.94,20875.99,7431.933,7953.566,8486.611,11873.89,5769.639,24521.04,30992.01,27961.25,12845.83,26608.24,34767.16,16646.14,23277.66,53158.19,17449.66,21045.69,24690.16,32365.81,11876.78,37507.92,8991.304,8586.244,33950.9,13774.82,18478.42,41059.95,7734.284,33063.45,28611.41,17297.53,92343.67,11788.3,28546.86,20126.03,10965.6,2788.055,9062.526,13494.21,11096.57,21021.35,17802.74,11243.15,11809.32,33407.29
2034,17476.66,8786.285,6058.857,10828.58,59102.7,9967.229,38622.98,35826.27,15038.54,11485.86,11608.06,26742.27,13288.28,23379.33,12639.57,13344.54,7030.766,29355.52,21511.23,8065.646,8263.871,8762.94,11304.3,5772.65,24415.27,30900.42,29733.42,11993.13,27141.26,37850.2,15448.42,23832.96,42002.61,17829.73,21552.48,28091.45,28135.61,15236.38,40006.89,9598.652,7440.604,32773.37,13595.36,19401.19,34037.37,8468.5,43008.97,25842.49,16592.3,104545.2,10818.32,30062.41,21067.86,9169.44,1219.416,8499.99,11095.19,10304.76,18689.58,17964.46,12732.24,11547.72,35164.27
2033,17221.42,7006.642,6264.858,10663.84,61531.64,9577.148,41622.32,33407.27,15787.72,11458.22,10985.62,25817.87,12871.94,22269.88,13458.82,14621.75,8206.873,29340.34,21729.51,8573.597,8703.593,9892.642,11491.45,5170.146,26511.06,31485.95,26390.71,13703.38,28500.28,32662.36,16120.32,23574.37,43938.13,15276.58,21286.19,27220.52,27806,13317.61,38938.82,9171.984,7549.629,36269.08,14040.42,19312.28,37203.27,8182.942,41128.71,27083.68,20990.49,109233,11234.47,31235.83,21437.63,7274.579,1686.764,8622.282,11083.06,10992.03,16633.86,15158.4,10633.35,11808.31,31455.06
2032,17822.84,7380.032,7016.727,11335.63,60618.85,10863.16,42065.08,33527.95,15389.2,12126.26,11863.81,25700.34,12397.53,23354.87,14026.17,15755.44,8993.694,26889.03,20745.88,8286.246,9026.323,8560.599,11535.55,7482.664,26889.38,33222.84,29846.11,12234.19,29012.2,37551.21,15097.47,23459.48,44426.12,16453.52,21502.98,27272.27,25154.17,14005.26,43293.39,10783.97,7373.214,39069.31,13383.56,18033.19,37378.81,10117.95,43288.49,26045.79,18163.07,108742.8,12126.5,34393.14,21561.81,9080.934,1641.063,9309.075,11674.6,12441.52,19836.97,18159.73,12821.89,13274.35,33430.99
2031,17576.28,7340.279,6493.417,10521.96,58346.11,10629.58,43093.88,30623.29,15153.63,12096.57,10452.55,22632.03,13339.93,22589.53,14216.7,16287.72,7192.586,29237.56,23328.51,8270.753,9999.539,9440.236,11418.2,6459.708,24977.76,29936.68,32441.2,13685.04,26895.38,35771.13,15892.22,23171.65,45610.58,16714.12,22020.09,26639.62,28223.27,12934.48,40324.39,10456.21,8846.519,36283.86,13046.29,18044.99,33612.41,9680.205,42034.57,25451.98,17533.09,113354.8,10953.36,29944.06,21782.36,9435.079,1408.21,9253.303,10781.54,14136.35,18064.54,15910.67,11510.79,11635.3,36171.19
2030,17203.43,7232.001,5387.822,11159.95,53533.65,9822.495,40648.13,32042.96,14314.89,10756.63,10452.92,25432.41,12272.58,23493.98,13340.82,12842.5,8586.733,27516.34,22924.11,8263.892,8086.725,9267.249,10035.87,5828.118,25657.4,34101.46,28268.09,12670.09,24502.63,35468.85,14376.57,21941.88,41456.57,14488.44,25686.91,26361.93,28660.15,13374.43,39723.36,9414.241,7102.407,33128.21,13182.08,17655.2,31546.9,9849.288,38261.71,24093.8,18529.06,99401.11,12476.54,30234.91,18293.78,9137.284,1886.631,8213.515,12634.38,9890.123,17938.94,17905.63,10292.15,12222.78,33479.3
2029,16211.55,5939.884,6467.233,10232.21,54023.16,10042.13,42368.72,31950.45,15891.48,11303.7,11202.88,26690.38,12043,21944.16,11191.86,13686.59,7329.164,30089.78,20949.94,7990.025,9779.189,9209.496,11004.32,6354.446,26477.56,28616.48,28949.67,13363.1,26227.06,36542.82,16887.95,23484.7,42535.91,15415.54,21017.43,26344.67,24219,13442.53,40090.56,9513.143,7383.74,34902.36,14047.78,17333.39,30976.68,8898.747,38006.15,24321.71,19329.31,104609,11972.93,32154.9,18548.83,8330.224,1410.115,9271.669,11207.63,10615.43,17372.33,16789.83,10366.34,11514.99,34250.36
2028,16816.19,7361.173,5607.734,10616.94,55336.7,10423.97,45141.04,32277.26,14609.49,10980.97,11874.57,26234.91,13580.96,23500.44,13849.64,14069.14,7056.504,30377.93,23393.16,8099.162,9590.919,8777.546,10823.95,5920.71,25941.88,33228.59,29032.34,11910.2,26676.65,35648.53,16142.94,22407.95,43315.36,16370.63,23070.39,26813.4,24531.52,11856.22,42429.77,9238.594,6452.996,33359.21,12760.08,16825.19,34591.14,9637.306,39779.36,27218.35,18537.78,104558.6,10903.78,33798.78,19282.4,8379.114,1311.044,9018.07,10680.06,10851.21,17842.76,15777.34,12256.25,12871.51,34762.39
2027,16912.17,7739.346,6106.934,11368.94,54955.34,10433.26,42353.39,35011.67,15875.46,11354.03,12579.33,24920.75,12031.7,24462.5,13962.25,14892.33,7366.771,32030.43,24061.42,7590.722,8297.467,10221.07,10550.95,5834.172,25833.6,32031.02,31713.89,14168.39,26059.53,37654.82,17238.93,23901.78,44533.77,15197.4,24390.09,27139.86,28319.88,13984.24,39299.03,11029.32,7837.248,37884.52,12843.9,18725.3,32740.94,10551.12,39981.11,25485.1,17839.89,107365.1,12097.78,34716.8,19735.14,9223.427,1632.525,9156.095,10631.17,9783.969,17732.23,15483.35,11235.88,12585.87,33155.77
2026,18382.54,6787.474,6822.153,11174.74,58601.02,11149.89,44032.04,32603.33,16733.03,11434.98,12671.56,25263.91,14886.97,25291.84,13854.45,16143.48,8374.724,31429.05,23258.6,8536.467,9534.325,9360.265,11405.34,5903.234,26588.75,31543.16,32711.18,13497.24,24798.27,35101.5,17641.94,25058.83,45415.55,16190.71,22871,29180.86,27478.95,13567.08,44293.27,11676.83,7982.864,38742.67,13521.99,19863.37,33464.01,9618.686,41677.21,26394.28,18943.18,114821.9,13635.96,36780.97,19666.94,9691.55,1954.559,8604.634,10524.93,9337.139,19070.65,15382.67,12996.05,12028.61,33542.41
2025,17681.7,7300.064,6382.926,11464.88,57085.21,10750.7,48042.94,34289.06,18005.68,11674.38,12714.76,27399.58,13952.2,23679.52,13827.35,15928.42,8364.587,32295.38,24403.26,8572.396,10855.15,10081.26,10999.52,6400.389,25435.3,34724,32274.79,13450.78,26759.78,35845.7,16883.84,24444.41,46396.9,15680.3,24137.79,28244.88,30116.96,15051.47,45999.9,12181.7,7891.216,38674.73,13427.33,18010.07,34861.8,10073.68,40245.33,28244.27,19555.61,117508.8,14172.22,36371.84,20993.28,10879.17,1994.561,10008.03,11026.07,12168.68,19130.14,15192.46,11211.74,12918.53,36363.98
2024,19016.94,6567.871,6346.135,10619.25,56381.32,11751.64,40548.82,33578.93,17348.34,10608.59,12670.43,24088.32,13303.69,21614.97,13970.81,15457.07,8960.841,32699.25,22849.48,7370.677,10533.2,8667.388,9891.194,6828.438,24954.93,32634.58,32355.14,14429.15,24570.44,37202.01,16418.92,23631.71,44979.27,16865.06,24555.2,30625.85,29183.7,14001.17,47045.71,10074.04,9415.232,34758.46,13393.06,19989.03,31659.77,9654.591,39924.03,27226.2,17263.67,112021.5,9176.407,37440.25,19948.06,11259.34,1967.177,9442.28,10415.29,10096.71,17307.02,15074.51,11234.13,12518.92,34771.59
2023,18285.95,7862.838,6207.899,9761.376,52393.29,10294.8,44785.02,31466.76,15321.71,11878.43,12200.19,27042.61,14492.19,23255.1,15387.96,15020.46,9151.027,34378.5,21834.36,7582.342,9147.138,9627.526,9387.875,5651.313,28420.26,33328.84,32974.5,12491.18,22667.43,36223.62,19458.98,24246.33,45549.01,15244.14,25184.03,30835.52,24359.29,15054.17,44169.46,10003.79,8856.773,40281.81,14142.1,22114.06,34591.43,10750.46,38572.88,29251.66,19338.04,114996.6,13049.69,33894.15,20578.14,9739.522,1747.906,8364.722,10592.12,11453.97,19307.98,15365.89,12618.98,12593.43,34111.88
2022,16604.01,7180.545,6178.319,10837.25,52782.7,10140.98,43870.02,31526.5,17381.33,11192.06,12578.19,28306.7,11257.3,22688.73,11656.47,16296.75,8771.005,34312.23,25755.62,7934.039,10362.91,9665.584,8686.943,6034.914,27150.31,32093.3,32539.4,12338.13,22528.47,35420.54,17117.95,22141.57,41223.31,14344.91,21427.04,29170.64,28171.67,12895.64,44594.31,10648.92,8577.016,34875.86,13103.03,20783.86,33513.83,10764.81,42960.76,26824.86,18173.02,112223.4,11125.98,37713.24,19082.42,10505.69,1930.965,8638.62,9942.383,11565.97,18837.29,14362.99,14060.5,12515.5,36254.5
2021,17458.11,5872.401,6131.241,10347.5,48393.11,10678,43824.93,30506.01,18752.6,10761.41,14129.27,26513.99,12893.88,23659.52,13590.37,14248.54,8584.005,32486.65,23954.33,7442.091,9201.33,9413.854,9063.754,4957.805,29754.78,32832.17,33083.67,14290.08,24137.27,37819.1,16450.99,25025.1,42319.32,15527.42,23577.8,31377.27,30764.38,13072.58,42700.27,9877.164,9103.327,34949.83,14698.67,20328.21,34792.95,10674.52,39251.52,25105.11,18024.51,109792,13954.93,35008.14,17759.22,11322.73,2117.388,8343.574,9904.093,10661.1,16894.75,12734.93,12788.14,11092.3,34745.24
2020,18364.06,6868.604,6173.196,10550.66,48246.85,10157.85,46005.96,31006.94,16678.13,9024.228,12906.61,26989.74,12735.21,21273.62,13488.58,14408.77,8638.954,33939.27,23596.69,8940.806,9078.009,9614.083,8931.537,5753.989,28377.51,32136.51,31123.73,13947.81,22017.61,36766.02,17356.86,22181.31,40548.66,14839.49,24652.56,31976.46,28259.49,12321.82,42058.96,10508.67,9080.604,34266.44,12908.88,20695.02,29416.06,10451.08,39858.16,26405.2,18856.04,107404.5,12042.37,34187.39,18328.86,9513.706,1759.82,9203.854,10259.22,10656.21,17100.08,12525,11954.36,11936.02,31421.19
2019,15876.48,6633.718,6032.718,9667.881,47956.45,10723.65,45880.66,32076.96,16001.6,11042.68,12594.21,26425.11,12715.9,21473.45,13506.31,16166.17,9919.723,34680.7,26219.79,6932.388,10308.28,8476.198,8596.62,5935.71,29249.23,34281.66,32809.05,13012.52,23350.4,32866.77,17981.77,22186.42,41154.27,15582.21,22778.2,30108.19,29478.82,14811.52,48168.46,11720.3,9376.802,35610.77,14177.67,22856.03,33218.33,10521.16,41538.88,26512.55,18223.92,113249.3,12034.99,35215.42,19088.49,13182.21,2101.784,8561.693,9675.901,10338.65,18233.8,13817.17,14442.7,13079.06,37016.92
2018,18824.48,6224.24,5736.311,10576.15,46182.4,10593.82,44004.14,31635.17,17301.38,10986.42,14383.49,25787.68,12711.08,23538.86,14027.6,16494.35,8413.688,33936.76,22762.01,8316.949,9256.686,10556.03,9548.764,4832.509,31758.4,31569.55,34523.16,13867.54,21825.61,36858.88,17376.2,24348.99,44267.52,13697.41,24376.26,30013.13,29231.54,12572.13,47053.81,12380.49,9344.466,34906.3,11734.7,20023.49,30866.82,10498.86,42022.46,24888.83,20656.29,110547.1,11707.74,38369.73,17007.46,11155.98,1727.415,7659.188,8864.789,11039.46,17078.04,14347.44,11622.42,12568.19,32582.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend four-year post-secondary institution the fall after high school graduation and either complete a degree or still enrolled somewhere as of February 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,19511.31,10234.28,7702.181,12736.57,82897.85,11585.03,48906.38,40429.39,18711,14030.45,14684.59,28208.16,19161.19,27714.14,15534.64,15189.83,7092.801,28256.97,25804.32,9234.183,9898.373,10494.7,14364.14,6961.037,28629.76,38385.94,34593.59,15328.9,32616.95,40883.42,20763.22,28458.52,64893.81,21085.85,26136.57,30806.63,37603.5,14588.45,46024.5,11011.7,10502.23,40892.69,16636.01,22708.07,49421.42,9615.887,40626.16,35121.67,21113.44,106446.8,14325.07,33192.75,24228.26,12645,3417.304,11248.49,16123.74,13346.65,24704.21,21560.08,13775.3,14561.67,40097.48
2034,21450.28,10689.37,7339.915,12836.31,72248.86,12115.6,47279.03,44299.21,18807.52,13998.85,14344.12,33282.15,16570.14,29024.45,15468.07,15986.68,8438.266,34854.77,26700.08,10062.24,10194.71,10856.71,13650.5,6969.195,28394.43,38144.57,36903.48,14368.56,33322.01,44247.08,19108.47,29015.6,51103.94,21615.63,26825.54,34397.84,33028.68,18718.83,49608.99,11846.38,9230.471,39385.1,16504.71,23805.08,41198.2,10500.88,52421.13,31899.79,20445.2,120466.3,13339.23,34986.73,25675.89,10631.48,1501.132,10438.46,13535.2,12603.87,22081.02,21678.19,15610.91,14296.8,42524.65
2033,21061.53,8591.438,7646.121,12671.84,75424.29,11645.21,51389.25,41689.64,19674.8,13888.5,13705.58,32012.93,15902.04,27657.62,16391.01,17455.69,9821.768,34801.09,27072.53,10737.34,10643.99,12190.51,13998.54,6249.688,30876.45,38861.39,32679.17,16556.35,34814.43,38196.4,20091.81,28714.79,53511.79,18636.12,26435.64,33565.32,32486.08,16263.9,48037.49,11260.16,9342.917,43673.57,16967.36,23915.92,44697.11,10129.07,50175.26,33321.63,25614.8,125452.8,13898.26,36336.75,25893.29,8540.008,2087.303,10566.71,13531.35,13426.45,19916.55,18550.37,13151.25,14722.47,38303.65
2032,21889.46,8986.781,8552.149,13640.64,74250.59,13228.8,51841.64,42057.88,19408.61,14827.61,14756.13,31982.97,15335.3,29165.15,17155.4,18838.87,10647.16,31917.38,25744.87,10378.45,11145.45,10513.57,13993.58,9147.641,31280.46,41334.25,37144.04,14680.52,35517.88,43905.67,18706.93,28609.34,54102.39,20065.58,26523.55,34167.37,29634.43,17328.28,53559.39,13268.79,9046.22,46966.71,16279.95,22360.12,44814.82,12548.07,52776.84,32557.74,22396.98,125755.5,15113.71,39850.42,26305.6,10684.94,2030.753,11524.42,14303.73,15128.26,23747.38,22023.99,15801.24,16408.84,40475.16
2031,21637.33,8977.24,7943.755,12543.77,71722.76,12909.13,52872.9,38127.16,19041.65,14714.47,13016.36,28317.97,16686.88,28129.11,17329.21,19633.12,8503.411,34638.45,28999.5,10384.95,12350.85,11681.2,13927.03,7830.8,29099.86,37099.91,40255.2,16465.84,33249.77,41784.65,19864.28,28422.75,55569.26,20496.83,27411.97,33194.87,32990.08,16084.24,49854.43,12983.79,11079.59,43531.16,15739.81,22437.06,40860.73,12030.28,51417.07,31802.98,21812.45,130961.3,13651.83,34958.2,26423.37,10971.3,1803.895,11609.55,13223.34,17187.94,21702.04,19261.98,14487.4,14524.17,43735.2
2030,21117.17,8916.22,6621.953,13268.85,65842.08,11926.03,50270.8,40104.93,18011.15,13143.85,13015.26,31726.23,15191,29359.75,16170.5,15344.38,10153.29,32767.55,28753.39,10382.51,9972.012,11547.88,12202.28,7090.252,29747.23,42246.58,35056.23,15145.19,30162.28,41513.63,17916.39,26649.41,50529.77,17702.6,31916.11,32696.01,33491.18,16360.15,49005.37,11548.1,8881.152,39936.02,16011.37,21885.06,38024.27,12236.5,46675.57,29850.7,22993.68,114467.9,15452.76,35145.54,22168.02,10703.63,2313.54,10133.33,15278.34,12044.68,21453.67,21577.19,12797.55,15090.64,40606.4
